iter	Accuracy	Logloss
886	0.9508426966	0.1540167455
887	0.9508426966	0.1539401079
888	0.9508426966	0.1537468491
889	0.9508426966	0.1537126373
890	0.9508426966	0.1536636775
891	0.9508426966	0.1536465592
892	0.9508426966	0.153618129
893	0.9508426966	0.1535878028
894	0.9508426966	0.1534150362
895	0.9508426966	0.1532402902
896	0.9508426966	0.1532115127
897	0.9508426966	0.1532086063
898	0.9508426966	0.1530404211
899	0.9508426966	0.1528972826
900	0.9508426966	0.1528532609
901	0.9508426966	0.1528048908
902	0.9508426966	0.1526881497
903	0.9508426966	0.1526614746
904	0.9508426966	0.1526226529
905	0.9508426966	0.15261965
906	0.9508426966	0.1524779377
907	0.952247191	0.1523397042
908	0.952247191	0.1522390509
909	0.952247191	0.1520949686
910	0.952247191	0.151860462
911	0.952247191	0.1517359697
912	0.952247191	0.1515277154
913	0.952247191	0.1514787386
914	0.952247191	0.1514651255
915	0.952247191	0.1513280803
916	0.952247191	0.151322705
917	0.952247191	0.1512171443
918	0.952247191	0.1510675267
919	0.952247191	0.1508732342
920	0.952247191	0.1507933003
921	0.952247191	0.1506670756
922	0.952247191	0.1506384256
923	0.952247191	0.1504368213
924	0.952247191	0.1504305237
925	0.952247191	0.1504131569
926	0.952247191	0.150231985
927	0.952247191	0.1500507402
928	0.952247191	0.1500484304
929	0.952247191	0.1500437005
930	0.952247191	0.1498978059
931	0.9536516854	0.1497397411
932	0.9536516854	0.1497308979
933	0.9536516854	0.1497278548
934	0.952247191	0.1495119425
935	0.952247191	0.1493369287
936	0.952247191	0.1493320395
937	0.952247191	0.1493262716
938	0.952247191	0.1490860017
939	0.952247191	0.1488999045
940	0.952247191	0.1488633643
941	0.952247191	0.1487660501
942	0.952247191	0.1487315705
943	0.952247191	0.1487222608
944	0.952247191	0.1487114233
945	0.952247191	0.1485950001
946	0.952247191	0.1484303845
947	0.952247191	0.1482345611
948	0.952247191	0.1480899774
949	0.952247191	0.1480058293
950	0.952247191	0.1478959016
951	0.952247191	0.1478881192
952	0.952247191	0.1478438944
953	0.952247191	0.1477714236
954	0.952247191	0.1477665925
955	0.952247191	0.14762531
956	0.952247191	0.1473201299
957	0.952247191	0.1471881813
958	0.952247191	0.1471005104
959	0.952247191	0.147012613
960	0.9536516854	0.1467973011
961	0.9536516854	0.1467672728
962	0.9536516854	0.1467523953
963	0.9536516854	0.1466215638
964	0.9536516854	0.1465782288
965	0.9536516854	0.1464830439
966	0.9536516854	0.1464579531
967	0.9550561798	0.1462056764
968	0.9550561798	0.1460458365
969	0.9550561798	0.145937045
970	0.9536516854	0.1457630446
971	0.9536516854	0.1455600987
972	0.9550561798	0.1454521227
973	0.9550561798	0.1454075222
974	0.9550561798	0.1454034667
975	0.9550561798	0.1452144613
976	0.9550561798	0.1451450517
977	0.9550561798	0.1449800452
978	0.9550561798	0.1448793282
979	0.9550561798	0.1448275169
980	0.9550561798	0.1447881305
981	0.9550561798	0.1447832961
982	0.9550561798	0.1446962778
983	0.9550561798	0.1445385559
984	0.9550561798	0.1445170939
985	0.9550561798	0.1444947238
986	0.9550561798	0.1442963345
987	0.9550561798	0.144191942
988	0.9550561798	0.1441627613
989	0.9550561798	0.1440794653
990	0.9550561798	0.1438606697
991	0.9550561798	0.1437718905
992	0.9550561798	0.1436535044
993	0.9550561798	0.1435986585
994	0.9550561798	0.1435341141
995	0.9564606742	0.143322513
996	0.9564606742	0.1431605297
997	0.9564606742	0.1431171863
998	0.9564606742	0.1430970752
999	0.9564606742	0.1429027919
