iter	Accuracy	Logloss
324	0.9101123596	0.2659286291
325	0.9101123596	0.2655535064
326	0.9101123596	0.265231524
327	0.9101123596	0.265008716
328	0.9101123596	0.2648144875
329	0.9101123596	0.2643410296
330	0.9101123596	0.264041566
331	0.9115168539	0.2636874055
332	0.9115168539	0.2632795929
333	0.9115168539	0.2627456827
334	0.9115168539	0.2626885881
335	0.9115168539	0.2625428973
336	0.9115168539	0.2621255215
337	0.9115168539	0.2618062229
338	0.9115168539	0.2613187963
339	0.9115168539	0.2610164218
340	0.9115168539	0.2609318566
341	0.9115168539	0.2608402656
342	0.9115168539	0.2606738069
343	0.9129213483	0.2606273713
344	0.9129213483	0.2605696914
345	0.9129213483	0.2598517857
346	0.9129213483	0.2591292167
347	0.9129213483	0.2585978314
348	0.9129213483	0.2585659175
349	0.9129213483	0.2583068738
350	0.9129213483	0.2579176566
351	0.9129213483	0.2578576912
352	0.9129213483	0.2571859829
353	0.9129213483	0.2562653803
354	0.9129213483	0.2560059484
355	0.9129213483	0.2554657881
356	0.9129213483	0.2551867788
357	0.9129213483	0.2549311664
358	0.9129213483	0.2545027944
359	0.9129213483	0.2539988174
360	0.9129213483	0.2538453812
361	0.9129213483	0.2534868465
362	0.9129213483	0.2529993663
363	0.9129213483	0.252491914
364	0.9129213483	0.2518508251
365	0.9129213483	0.2517099294
366	0.9129213483	0.2513960686
367	0.9129213483	0.250812005
368	0.9129213483	0.250609015
369	0.9129213483	0.2505006596
370	0.9129213483	0.2498919642
371	0.9129213483	0.2498782385
372	0.9129213483	0.2494341018
373	0.9129213483	0.2492999543
374	0.9129213483	0.2489035196
375	0.9129213483	0.248789761
376	0.9129213483	0.2486771707
377	0.9129213483	0.2483148317
378	0.9129213483	0.2483049824
379	0.9129213483	0.2480995909
380	0.9129213483	0.2480821973
381	0.9129213483	0.2477747451
382	0.9129213483	0.2473101672
383	0.9129213483	0.2470283153
384	0.9129213483	0.2466425005
385	0.9129213483	0.2464851133
386	0.9129213483	0.2462150834
387	0.9129213483	0.2458851485
388	0.9143258427	0.2453884037
389	0.9143258427	0.2451791991
390	0.9143258427	0.2451527739
391	0.9143258427	0.2449245008
392	0.9143258427	0.2444165534
393	0.9157303371	0.2439616208
394	0.9157303371	0.2435935481
395	0.9157303371	0.2434367129
396	0.9171348315	0.2431004823
397	0.9185393258	0.2427642558
398	0.9185393258	0.2427279163
399	0.9171348315	0.2423335358
400	0.9171348315	0.241967403
401	0.9171348315	0.241625693
402	0.9171348315	0.2414034748
403	0.9171348315	0.2409332036
404	0.9171348315	0.2409143216
405	0.9185393258	0.2405093233
406	0.9185393258	0.2400958889
407	0.9185393258	0.240059315
408	0.9185393258	0.2399228222
409	0.9185393258	0.2397975468
410	0.9185393258	0.2397044604
411	0.9185393258	0.2395725403
412	0.9185393258	0.2390264409
413	0.9185393258	0.2389689497
414	0.9185393258	0.2382296819
415	0.9185393258	0.2381311075
416	0.9185393258	0.2381071567
417	0.9185393258	0.2377196141
418	0.9185393258	0.2375278713
419	0.9185393258	0.2374772941
420	0.9185393258	0.2370953833
421	0.9199438202	0.2367011426
422	0.9213483146	0.2361084907
423	0.9213483146	0.2355592509
424	0.9213483146	0.2352551054
425	0.9213483146	0.2350150924
426	0.9213483146	0.2348758864
427	0.9241573034	0.234493374
428	0.922752809	0.23396911
429	0.922752809	0.2337446415
430	0.922752809	0.2335322583
431	0.922752809	0.2330293817
432	0.922752809	0.2329445356
433	0.9241573034	0.2324337028
434	0.9241573034	0.2322395077
435	0.9241573034	0.2317619065
436	0.9241573034	0.2316883033
437	0.9241573034	0.2313890678
438	0.9241573034	0.2309498132
439	0.9241573034	0.2307258575
440	0.9241573034	0.2307173068
441	0.9241573034	0.2302483285
442	0.9241573034	0.2297582666
443	0.9241573034	0.2293482514
444	0.9269662921	0.2289300221
445	0.9269662921	0.2287052421
446	0.9283707865	0.2285256659
447	0.9283707865	0.22851511
448	0.9297752809	0.228187676
449	0.9283707865	0.2279729644
450	0.9283707865	0.2276402692
451	0.9297752809	0.2271672264
452	0.9297752809	0.2268387049
453	0.9297752809	0.2263943495
454	0.9297752809	0.2263812965
455	0.9297752809	0.2260260305
456	0.9311797753	0.2253661933
457	0.9311797753	0.2250456567
458	0.9311797753	0.2247863393
459	0.9325842697	0.224587971
460	0.9325842697	0.224524495
461	0.9311797753	0.224273082
462	0.9325842697	0.2240126483
463	0.9325842697	0.2234071496
464	0.9325842697	0.223189423
465	0.9325842697	0.2231453368
466	0.9325842697	0.2227883578
467	0.9325842697	0.2226143077
468	0.9325842697	0.2218642379
469	0.9325842697	0.2216255734
470	0.9325842697	0.2212145372
471	0.9325842697	0.2212057943
472	0.9325842697	0.2208689951
473	0.9325842697	0.2207469213
474	0.9325842697	0.220359605
475	0.9325842697	0.2201713207
476	0.9325842697	0.2196795662
477	0.9325842697	0.2195186212
478	0.9325842697	0.2194384817
479	0.933988764	0.2192452351
480	0.933988764	0.219095837
481	0.933988764	0.2190720245
482	0.933988764	0.2190468702
483	0.9353932584	0.2186479207
484	0.9353932584	0.2183562637
485	0.9353932584	0.2175962185
486	0.9353932584	0.217485964
487	0.9353932584	0.2171715599
488	0.9353932584	0.2166486859
489	0.9353932584	0.2164678566
490	0.9353932584	0.2162870894
491	0.9353932584	0.2162781956
492	0.9353932584	0.2158895506
493	0.9353932584	0.2153175383
494	0.9353932584	0.2151676482
495	0.933988764	0.2148350793
496	0.933988764	0.2147254216
497	0.933988764	0.2144250467
498	0.933988764	0.2142291227
499	0.933988764	0.2138656448
500	0.933988764	0.2138584395
501	0.9325842697	0.2131853397
502	0.9325842697	0.2130478334
503	0.9325842697	0.2129322879
504	0.9325842697	0.2125045733
505	0.9325842697	0.212319686
506	0.9325842697	0.2119410816
507	0.9325842697	0.2119271496
508	0.933988764	0.2116433185
509	0.933988764	0.2113288239
510	0.933988764	0.2112193758
511	0.933988764	0.2109733406
512	0.933988764	0.2106665874
513	0.9353932584	0.2103998902
514	0.9353932584	0.210185287
515	0.9353932584	0.2098358132
516	0.9353932584	0.2097672704
517	0.9353932584	0.2095740894
518	0.9353932584	0.209184287
519	0.9353932584	0.2090822675
520	0.9353932584	0.2089413261
521	0.9353932584	0.2089029574
522	0.9353932584	0.2087674267
523	0.933988764	0.2084455543
524	0.933988764	0.2082784611
525	0.933988764	0.2078796386
526	0.933988764	0.2076756332
527	0.933988764	0.2076101086
528	0.933988764	0.2075925927
529	0.933988764	0.2074989229
530	0.933988764	0.2071276026
531	0.933988764	0.2069093238
532	0.933988764	0.206837384
533	0.933988764	0.2068270598
534	0.933988764	0.2065837521
535	0.933988764	0.206260707
536	0.933988764	0.2060952432
537	0.933988764	0.206001853
538	0.933988764	0.2056992647
539	0.933988764	0.2056294648
540	0.933988764	0.2055817887
541	0.933988764	0.205517416
542	0.933988764	0.2054960188
543	0.933988764	0.2053240356
544	0.933988764	0.2050262633
545	0.933988764	0.2049664282
546	0.933988764	0.2047387832
547	0.933988764	0.2047143782
548	0.933988764	0.204515204
549	0.933988764	0.2041350484
550	0.933988764	0.2038488334
551	0.933988764	0.2034421751
552	0.933988764	0.2030914948
553	0.933988764	0.2026357622
554	0.933988764	0.2025647214
555	0.933988764	0.2025501389
556	0.933988764	0.2022716233
557	0.933988764	0.2021574285
558	0.933988764	0.2021444239
559	0.933988764	0.2016714712
560	0.933988764	0.2013021929
561	0.933988764	0.2010640402
562	0.933988764	0.2009963377
563	0.933988764	0.2008499162
564	0.933988764	0.2005075411
565	0.9353932584	0.2003714217
566	0.9353932584	0.2001894424
567	0.9353932584	0.2000891456
568	0.9353932584	0.2000730343
569	0.9353932584	0.2000510831
570	0.9353932584	0.1998810989
571	0.9353932584	0.199397953
572	0.9353932584	0.1993355448
573	0.9353932584	0.1993242854
574	0.9353932584	0.1989178109
575	0.9353932584	0.1985266909
576	0.9353932584	0.198471627
577	0.9353932584	0.1984183637
578	0.9353932584	0.1982958373
579	0.9353932584	0.1979039181
580	0.9353932584	0.1978765422
581	0.9353932584	0.1976165563
582	0.9353932584	0.1973482626
583	0.9353932584	0.1970942774
584	0.9353932584	0.1967278122
585	0.9353932584	0.1963708755
586	0.9367977528	0.1959689345
587	0.9367977528	0.1957938083
588	0.9367977528	0.1955034991
589	0.9367977528	0.1953595034
590	0.9367977528	0.1953409713
591	0.9367977528	0.1951110292
592	0.9367977528	0.1947897461
593	0.9367977528	0.1944777239
594	0.9367977528	0.1940726221
595	0.9367977528	0.1939845741
596	0.9367977528	0.193815778
597	0.9367977528	0.1935732389
598	0.9367977528	0.1932845912
599	0.9367977528	0.1932059086
600	0.9367977528	0.1931932339
601	0.9367977528	0.1929008139
602	0.9367977528	0.192848368
603	0.9367977528	0.1928028988
604	0.9367977528	0.1924953791
605	0.9367977528	0.1922393871
606	0.9367977528	0.192184775
607	0.9367977528	0.1917676911
608	0.9367977528	0.1915685978
609	0.9367977528	0.1915216175
610	0.9367977528	0.1912564022
611	0.9367977528	0.1912004753
612	0.9367977528	0.190872955
613	0.9367977528	0.1906005917
614	0.9367977528	0.1903105999
615	0.9396067416	0.190097427
616	0.9382022472	0.1900269054
617	0.9382022472	0.1897875001
618	0.9382022472	0.1897033451
619	0.9382022472	0.1894054732
620	0.9382022472	0.1891389629
621	0.9382022472	0.1890045919
622	0.9382022472	0.1886643259
623	0.9382022472	0.188594907
624	0.9382022472	0.1885826343
625	0.9382022472	0.1884256494
626	0.9382022472	0.1883632864
627	0.9382022472	0.1882132363
628	0.9382022472	0.1881905899
629	0.9382022472	0.188145429
630	0.9382022472	0.1880764677
631	0.9396067416	0.1877780244
632	0.9396067416	0.1876609819
633	0.9396067416	0.1873640857
634	0.9396067416	0.187266392
635	0.9396067416	0.1871023423
636	0.9396067416	0.1870589914
637	0.9396067416	0.1870324919
638	0.9396067416	0.1869874233
639	0.9396067416	0.1867629622
640	0.9396067416	0.1865919671
641	0.9396067416	0.1862128636
642	0.9396067416	0.1860355674
643	0.9396067416	0.1857819104
644	0.9396067416	0.1857727612
645	0.9396067416	0.1857611063
646	0.9396067416	0.185576559
647	0.9396067416	0.185294847
648	0.9396067416	0.1850903857
649	0.9396067416	0.1849282905
650	0.9396067416	0.1848182439
651	0.9396067416	0.1846554832
652	0.9396067416	0.1846351035
653	0.9396067416	0.1843955566
654	0.9396067416	0.1840540556
655	0.9396067416	0.1839358222
656	0.9396067416	0.1838876274
657	0.9396067416	0.1837492643
658	0.9396067416	0.1836027904
659	0.9396067416	0.1834416902
660	0.9396067416	0.1833770436
661	0.9396067416	0.1832713996
662	0.9396067416	0.1830857676
663	0.9396067416	0.1829433294
664	0.9396067416	0.1829020102
665	0.9396067416	0.1826921338
666	0.9396067416	0.182560304
667	0.9396067416	0.1825418395
668	0.9396067416	0.1824652301
669	0.9396067416	0.1824581533
670	0.9396067416	0.1822540595
671	0.9396067416	0.1822112449
672	0.9396067416	0.1821999813
673	0.9396067416	0.1821382782
674	0.9396067416	0.1820617915
675	0.9396067416	0.1819016019
676	0.9396067416	0.1818203498
677	0.9396067416	0.1817936956
678	0.9396067416	0.1815238711
679	0.9396067416	0.1813198069
680	0.9396067416	0.1812116894
681	0.941011236	0.1810061089
682	0.941011236	0.1809388779
683	0.941011236	0.1807402866
684	0.941011236	0.1805651796
685	0.941011236	0.1805583574
686	0.941011236	0.1802998029
687	0.941011236	0.1801763159
688	0.9396067416	0.1799809642
689	0.941011236	0.1798332773
690	0.941011236	0.1795686182
691	0.941011236	0.1794819573
692	0.941011236	0.179306216
693	0.9424157303	0.1790933638
694	0.9424157303	0.1789004621
695	0.9424157303	0.1788449406
696	0.9424157303	0.1784226554
697	0.9424157303	0.1782699193
698	0.941011236	0.1781350223
699	0.941011236	0.1780216706
700	0.941011236	0.1778423769
701	0.941011236	0.1774921469
702	0.941011236	0.1774634583
703	0.941011236	0.1772197077
704	0.941011236	0.176963827
705	0.9424157303	0.1766938919
706	0.9424157303	0.1765601466
707	0.9424157303	0.1764143301
708	0.9438202247	0.1762520941
709	0.9424157303	0.1761114515
710	0.9424157303	0.1760245649
711	0.9424157303	0.1759718193
712	0.9424157303	0.1758093471
713	0.9424157303	0.1757021334
714	0.9424157303	0.1755332919
715	0.9438202247	0.175298194
716	0.9438202247	0.1752013826
717	0.9438202247	0.175172862
718	0.9424157303	0.174843833
719	0.9438202247	0.1746565818
720	0.9438202247	0.174510814
721	0.9438202247	0.1742727545
722	0.9438202247	0.1740824843
723	0.9438202247	0.1739542439
724	0.9438202247	0.1738032465
725	0.9438202247	0.1736491012
726	0.9438202247	0.1733850112
727	0.9438202247	0.1732578515
728	0.9438202247	0.1731765543
729	0.9438202247	0.1728378573
730	0.9438202247	0.1728257935
731	0.9438202247	0.1726779247
732	0.9438202247	0.1724879175
733	0.9438202247	0.1724445972
734	0.9438202247	0.1724394839
735	0.9438202247	0.1723705604
736	0.9438202247	0.1723161179
737	0.9438202247	0.1720572055
738	0.9438202247	0.1720293466
739	0.9438202247	0.1717992536
740	0.9438202247	0.1717916686
741	0.9438202247	0.1717150517
742	0.9438202247	0.1717114887
743	0.9438202247	0.1717039211
744	0.9438202247	0.1716538593
745	0.9438202247	0.1716290238
746	0.9438202247	0.1713269793
747	0.9438202247	0.1712477294
748	0.9438202247	0.1711165362
749	0.9438202247	0.1709594126
750	0.9438202247	0.1708659497
751	0.9438202247	0.170785143
752	0.9438202247	0.1705010143
753	0.9438202247	0.1704918724
754	0.9424157303	0.1702825078
755	0.9424157303	0.1699658123
756	0.9424157303	0.1697923654
757	0.9424157303	0.1697808313
758	0.9424157303	0.1697728367
759	0.9424157303	0.1694542439
760	0.9424157303	0.1692941882
761	0.9424157303	0.1690521742
762	0.9424157303	0.1688686427
763	0.9424157303	0.1688339694
764	0.9424157303	0.1686645898
765	0.9424157303	0.1686395475
766	0.9438202247	0.168468332
767	0.9438202247	0.1683267411
768	0.9438202247	0.1681822687
769	0.9438202247	0.167940213
770	0.9438202247	0.1676864435
771	0.9438202247	0.1675195055
772	0.9438202247	0.1672919355
773	0.9438202247	0.1671566692
774	0.9438202247	0.1670241358
775	0.9438202247	0.1669236329
776	0.9438202247	0.1669165579
777	0.9438202247	0.1669091722
778	0.9424157303	0.1667467956
779	0.9424157303	0.1667250104
780	0.9438202247	0.166604341
781	0.9438202247	0.1664666991
782	0.9438202247	0.166463928
783	0.9438202247	0.1663316673
784	0.9438202247	0.1661156874
785	0.9438202247	0.1659837172
786	0.9438202247	0.1656970184
787	0.9438202247	0.1656899461
788	0.9438202247	0.1656153111
789	0.9438202247	0.1654464954
790	0.9438202247	0.1653639799
791	0.9438202247	0.1653569185
792	0.9438202247	0.165223733
793	0.9438202247	0.1651655779
794	0.9438202247	0.1651603545
795	0.9438202247	0.1651341468
796	0.9438202247	0.164714472
797	0.9438202247	0.1644828831
798	0.9438202247	0.1642456324
799	0.9438202247	0.1640856131
800	0.9438202247	0.1639210465
801	0.9438202247	0.1637648078
802	0.9438202247	0.1636715496
803	0.9438202247	0.1635313793
804	0.9438202247	0.1633799902
805	0.9438202247	0.1633168312
806	0.9438202247	0.1632277411
807	0.9438202247	0.1632249293
808	0.9438202247	0.1632044897
809	0.9438202247	0.1629819221
810	0.9438202247	0.1628743335
811	0.9438202247	0.1627314246
812	0.9438202247	0.1625221198
813	0.9438202247	0.1625151867
814	0.9438202247	0.1624621717
815	0.9438202247	0.1624563803
816	0.9438202247	0.1621921035
817	0.9438202247	0.1621847692
818	0.9438202247	0.1620780989
819	0.9438202247	0.1618463133
820	0.9438202247	0.1618436515
821	0.9438202247	0.1618107996
822	0.9452247191	0.1616355852
823	0.9452247191	0.1614913388
824	0.9452247191	0.1612406913
825	0.9452247191	0.161049213
826	0.9452247191	0.1610270114
827	0.9452247191	0.1609557268
828	0.9452247191	0.1607749082
829	0.9452247191	0.1606611714
830	0.9452247191	0.1605896459
831	0.9452247191	0.1605222671
832	0.9452247191	0.1605144274
833	0.9452247191	0.160439798
834	0.9452247191	0.160236905
835	0.9452247191	0.1601221666
836	0.9452247191	0.1600372089
837	0.9452247191	0.1598472008
838	0.9452247191	0.1597886849
839	0.9452247191	0.1595745813
840	0.9452247191	0.1595403863
841	0.9452247191	0.1595342059
842	0.9452247191	0.1593790889
843	0.9452247191	0.1592310523
844	0.9452247191	0.1590301329
845	0.9452247191	0.1588379918
846	0.9452247191	0.1587639594
847	0.9452247191	0.1586227254
848	0.9452247191	0.1582624214
849	0.9452247191	0.1581855155
850	0.9452247191	0.1580631268
851	0.9452247191	0.1580350917
852	0.9452247191	0.1580301477
853	0.9452247191	0.1577612157
854	0.9466292135	0.157622718
855	0.9466292135	0.1575256659
856	0.9466292135	0.1574968806
857	0.9466292135	0.1574058576
858	0.9466292135	0.157174322
859	0.9466292135	0.1570476176
860	0.9466292135	0.1568596816
861	0.9466292135	0.1567797223
862	0.9466292135	0.1565657122
863	0.9466292135	0.1565337204
864	0.9466292135	0.1564242514
865	0.9466292135	0.1562702866
866	0.9466292135	0.1562566585
867	0.9466292135	0.1562537131
868	0.9466292135	0.1562187853
869	0.9466292135	0.1560374585
870	0.9466292135	0.1558668647
871	0.9494382022	0.1556890781
872	0.9494382022	0.1555440459
873	0.9494382022	0.1555119691
874	0.9494382022	0.1554049819
875	0.9494382022	0.1552457441
876	0.9494382022	0.1551173862
877	0.9494382022	0.1550960598
878	0.9508426966	0.1549170778
879	0.9508426966	0.1547838865
880	0.9508426966	0.1546957355
881	0.9508426966	0.15460904
882	0.9508426966	0.1544809733
883	0.9508426966	0.1542402933
884	0.9508426966	0.15423703
885	0.9508426966	0.1541803053
