iter	RMSE
215	791.8899318
216	786.6607771
217	783.1895646
218	779.8934724
219	775.8711879
220	771.4630602
221	768.5770945
222	763.2138772
223	758.5875545
224	753.445057
225	750.7127622
226	746.2529514
227	741.9636083
228	737.3887412
229	733.8339131
230	729.6684187
231	725.4265829
232	719.3814828
233	715.7012762
234	711.8677138
235	707.740854
236	703.0932454
237	698.3518403
238	694.5759716
239	689.1472523
240	684.3619817
241	680.8809816
242	675.2448175
243	671.4464618
244	668.5066675
245	665.0471043
246	661.2519151
247	658.080468
248	654.0886396
249	651.0992161
250	646.7473777
251	644.8066074
252	640.5920341
253	637.5508557
254	632.9229552
255	629.5160547
256	626.1956414
257	623.5811187
258	621.15485
259	618.62253
260	613.7100539
261	610.7561066
262	607.9572485
263	604.4723566
264	599.6675946
265	595.7613405
266	593.2737303
267	589.9038339
268	587.3229979
269	585.2922293
270	581.3179794
271	577.8374623
272	574.9229959
273	572.9879053
274	571.1278626
275	565.8712681
276	562.5947545
277	561.1048647
278	557.6880166
279	553.298682
280	551.3825779
281	547.5077863
282	546.1570595
283	541.5425716
284	537.5178978
285	534.8803908
286	531.887133
287	529.4468433
288	527.5908231
289	525.8785548
290	521.845453
291	519.8236775
292	516.2508754
293	514.4727472
294	511.999683
295	510.2598266
296	508.4437851
297	504.3999033
298	500.2881269
299	497.5417315
300	494.1151191
301	491.5075909
302	489.9110866
303	486.3081729
304	485.2356433
305	481.3589503
306	480.0982148
307	476.6193392
308	475.0034214
309	471.9394555
310	470.2367067
311	469.0186376
312	465.1030279
313	464.0374203
314	461.3368667
315	459.5579291
316	457.8063826
317	454.9501641
318	452.09979
319	449.3649811
320	446.6656293
321	445.7275539
322	444.7192803
323	442.3189503
324	441.2139003
325	438.8620382
326	436.4681536
327	436.0348514
328	434.3230643
329	431.2269855
330	430.7969075
331	428.0044996
332	426.4212611
333	425.010074
334	423.6542412
335	423.2807416
336	420.3838211
337	417.9308156
338	415.6222939
339	412.9224195
340	410.6615418
341	408.4650029
342	407.4807263
343	406.6130857
344	405.9458698
345	404.6801566
346	403.9226811
347	400.853646
348	399.0654717
349	396.2672766
350	393.3588515
351	391.663095
352	389.1433505
353	387.2407233
354	384.368155
355	382.0376647
356	379.1088218
357	378.5630917
358	376.7116438
359	373.2056588
360	369.9359093
361	369.367003
362	369.0191934
363	368.6674813
364	367.8200079
365	364.5609007
366	362.2903283
367	361.5814689
368	359.284734
369	356.5210665
370	354.7804583
371	354.1899712
372	352.5775941
373	352.2702745
374	350.066767
375	347.4449314
376	345.2687205
377	342.6106528
378	339.9541338
379	337.4394588
380	337.1373788
381	335.174749
382	332.4006884
383	330.5024134
384	329.2599851
385	328.4051442
386	326.2024691
387	324.4677017
388	322.6233717
389	320.3752987
390	320.0741596
391	317.7878052
392	316.3193786
393	314.7286447
394	312.9398749
395	311.1443074
396	308.4995229
397	306.8640374
398	305.0310388
399	303.9647861
400	302.0801966
401	299.6467475
402	298.3391656
403	296.2094769
404	294.7795935
405	293.3274027
406	291.2352831
407	289.6948165
408	287.5787462
409	285.4870826
410	283.3994982
411	281.1891635
412	279.3749601
413	278.5027861
414	276.3039032
415	274.4448113
416	272.6070085
417	270.7648777
418	268.8161092
419	267.2135444
420	265.6089588
421	264.399547
422	263.0141002
423	262.0761157
424	261.1269529
425	259.8266181
426	258.2304583
427	257.6031412
428	257.3855784
429	255.5563166
430	254.5187651
431	252.9924958
432	252.7290087
433	251.442585
434	249.4944944
435	248.0519413
436	246.122575
437	244.7485953
438	244.0342652
439	242.4820289
440	241.2283676
441	239.9042271
442	239.5823958
443	237.9227588
444	236.4045431
445	234.9385233
446	233.8780596
447	232.8229128
448	231.1782226
449	229.4262271
450	228.7701557
451	227.0585313
452	225.526404
453	224.5251646
454	223.3269113
455	221.894741
456	221.0406498
457	220.0946728
458	219.0239044
459	218.0479117
460	216.7759593
461	215.7202166
462	214.2634187
463	212.7676955
464	211.8466849
465	210.9491601
466	209.9433894
467	208.8783907
468	207.0671372
469	205.7330999
470	204.3227743
471	203.9513616
472	202.9555978
473	201.6223478
474	200.7585964
475	199.2673616
476	197.5742548
477	196.4667
478	195.0889881
479	194.4176378
480	193.4479716
481	192.6723763
482	191.639662
483	190.753436
484	189.8585874
485	189.2977256
486	188.4193602
487	187.3204627
488	186.1437776
489	185.0801229
490	183.9778649
491	182.2480464
492	180.898387
493	179.4205297
494	178.6164482
495	177.4556133
496	176.1834711
497	174.9956924
498	173.8222197
499	172.79222
500	172.0373101
501	171.0373381
502	169.6679305
503	168.9774857
504	167.8024316
505	166.7028023
506	165.7590802
507	164.3747194
508	163.3278725
509	162.4826247
510	161.4577743
511	160.1174242
512	159.2693074
513	158.3318073
514	157.2628402
515	156.3664716
516	155.7481726
517	154.6083371
518	153.6406232
519	152.8492164
520	151.8366554
521	150.9285664
522	149.8960819
523	148.9531093
524	148.1085473
525	146.7437289
526	145.9997216
527	145.3048822
528	144.3871677
529	143.8330853
530	143.4454977
531	142.461959
532	141.4262783
533	140.591915
534	139.6490907
535	138.9390993
536	138.1195485
537	137.3418595
538	136.4849156
539	135.3069069
540	134.5638605
541	133.6752068
542	132.7391223
543	132.4257292
544	131.805921
545	131.3087043
546	130.1909891
547	129.410408
548	129.2766381
549	128.7239855
550	128.1637854
551	127.162642
552	126.3445039
553	125.8035647
554	124.9927471
555	124.4013117
556	124.2811488
557	123.8445228
558	123.1223518
559	122.6166856
560	122.3728055
561	121.7485852
562	121.1730859
563	120.2771762
564	119.5765318
565	118.7309289
566	118.6236584
567	118.1201246
568	117.1074526
569	116.1220129
570	115.5908947
571	114.9563199
572	114.5151219
573	113.6651123
574	113.1972531
575	112.2803305
576	111.4123092
577	111.1122106
578	110.1101702
579	110.0011925
580	109.4333444
581	109.3437541
582	108.703008
583	108.2137083
584	107.7457656
585	107.377702
586	107.2823792
587	106.4283256
588	105.8820413
589	105.067995
590	104.9807409
591	104.5127539
592	103.6314397
593	103.1163555
594	102.3652968
595	101.984192
596	101.2894016
597	100.7258932
598	100.2588713
599	99.69397154
600	99.26803449
601	98.71833765
602	98.63241308
603	98.06622458
604	97.85742236
605	97.41925417
606	96.86522086
607	96.01820455
608	95.56717469
609	95.17016575
610	94.90874254
611	94.12571499
612	93.62597465
613	93.23873352
614	93.03279055
615	92.96013024
616	92.28409684
617	92.07573891
618	91.52816109
619	90.76980898
620	90.38505321
621	89.62879645
622	89.15294538
623	88.76265567
624	88.39543167
625	88.01905841
626	87.60287761
627	87.40040458
628	86.75748589
629	86.43801307
630	86.02580204
631	85.78937531
632	85.36266751
633	84.91171399
634	84.44303162
635	84.26794772
636	84.20102057
637	84.05545832
638	83.57778227
639	83.27084785
640	82.51425409
641	82.09009219
642	81.62181712
643	81.32538183
644	80.90203625
645	80.83287166
646	80.25776169
647	79.56637982
648	79.1053054
649	79.04369258
650	78.58030409
651	78.00763605
652	77.63150734
653	77.4002667
654	77.31791501
655	77.10986187
656	76.70609987
657	76.40497446
658	76.33427874
659	75.94289456
660	75.87001959
661	75.62292912
662	75.11684299
663	74.92138545
664	74.44651887
665	74.37023867
666	74.21022564
667	73.76572785
668	73.33428902
669	72.8951677
670	72.58023246
671	71.94146371
672	71.60814627
673	71.5527444
674	71.44784624
675	71.06844054
676	70.75234721
677	70.69859093
678	70.23368246
679	69.88863822
680	69.57320183
681	69.04963837
682	68.58094598
683	68.33187562
684	68.2670986
685	68.0537937
686	67.99499024
687	67.79384137
688	67.32290215
689	66.93296485
690	66.8808345
691	66.37728272
692	65.82755694
693	65.4653821
694	65.41008866
695	65.30594965
696	64.97321975
697	64.55189586
698	64.08656491
699	63.9516189
700	63.58390957
701	63.15240435
702	62.92993305
703	62.37125769
704	61.96008744
705	61.75300773
706	61.35744694
707	61.0230277
708	60.77936355
709	60.73252852
710	60.30861749
711	60.11456149
712	59.81227867
713	59.5094449
714	59.19988243
715	59.04061845
716	58.6574747
717	58.40621941
718	57.98194154
719	57.73610306
720	57.5294741
721	57.11014467
722	56.76804085
723	56.59134767
724	56.54047149
725	56.14642697
726	55.82951084
727	55.6442574
728	55.45624589
729	55.30535381
730	55.0053368
731	54.66041042
732	54.4068348
733	54.05131234
734	53.81983702
735	53.77688467
736	53.40495512
737	53.01432692
738	52.97134373
739	52.91674632
740	52.88387198
741	52.67915084
742	52.38058856
743	51.98334209
744	51.71612629
745	51.40088884
746	51.17402238
747	50.89646647
748	50.49683258
749	50.0831869
750	49.9895392
751	49.64974028
752	49.48038361
753	49.0846248
754	48.74486478
755	48.37641608
756	48.14058966
757	47.80384256
758	47.45994981
759	47.28213631
760	47.08029642
761	46.82017995
762	46.70984114
763	46.66934513
764	46.48058052
765	46.12379328
766	45.88576541
767	45.57273322
768	45.38114714
769	45.11387045
770	44.93875729
771	44.67031714
772	44.29532875
773	44.10591749
774	43.98315126
775	43.67211666
776	43.4336115
777	43.20570194
778	43.08599158
779	42.85105997
780	42.72555264
781	42.68874755
782	42.43457384
783	42.15200129
784	41.75080549
785	41.71449471
786	41.66021424
787	41.61931456
788	41.3569019
789	41.07867379
790	40.82518611
791	40.57847629
792	40.26919967
793	39.99689254
794	39.88083742
795	39.84724836
796	39.6150613
797	39.58536892
798	39.55177824
799	39.39814831
800	39.27185816
801	39.23744061
802	38.89628265
803	38.56215266
804	38.53499476
805	38.47765277
806	38.15492001
807	37.88197021
808	37.69678161
809	37.36324765
810	37.14609806
811	36.97552092
812	36.72322197
813	36.4620466
814	36.3341441
815	36.13410266
816	35.88514062
817	35.86086454
818	35.83194831
819	35.66331631
820	35.6087947
821	35.36095008
822	35.11496819
823	35.08949652
824	35.0460724
825	34.9744471
826	34.82557668
827	34.53444818
828	34.26463188
829	34.0261879
830	34.00170378
831	33.7494768
832	33.5619774
833	33.53673708
834	33.47822543
835	33.41964284
836	33.32621772
837	33.06525252
838	32.8615991
839	32.75702921
840	32.60589742
841	32.34079038
842	32.11828715
843	32.06184169
844	31.88761399
845	31.70342192
846	31.58700074
847	31.3711851
848	31.20587489
849	30.99753244
850	30.78207693
851	30.6622635
852	30.44968436
853	30.4288522
854	30.29225948
855	30.19425341
856	29.99724925
857	29.74891019
858	29.69903299
859	29.62855031
860	29.48392122
861	29.33827921
862	29.20972973
863	29.01983693
864	28.76391402
865	28.52235201
866	28.30587906
867	28.096068
868	27.95586992
869	27.82440941
870	27.6970736
871	27.59135
872	27.41918312
873	27.25219815
874	27.12472945
875	26.96635841
876	26.80131732
877	26.64143523
878	26.48624143
879	26.25351438
880	26.09688117
881	25.93708599
882	25.72661018
883	25.58020764
884	25.53915753
885	25.4435183
886	25.24471037
887	25.13843198
888	25.05174283
889	24.91451958
890	24.78971399
891	24.66838234
892	24.58178155
893	24.42509689
894	24.23776962
895	24.04366191
896	23.89840474
897	23.83505491
898	23.69851523
899	23.5720782
900	23.41121203
901	23.36652622
902	23.24551195
903	23.09723615
904	22.94999958
905	22.83469225
906	22.71020201
907	22.57269458
908	22.47058163
909	22.41760847
910	22.24716178
911	22.20384973
912	22.15213684
913	22.04921206
914	21.90842272
915	21.84852042
916	21.69429928
917	21.5410407
918	21.41020283
919	21.39370329
920	21.22042802
921	21.07681086
922	20.91477599
923	20.74248163
924	20.64670508
925	20.49168952
926	20.34919256
927	20.22747754
928	20.05173176
929	19.94597813
930	19.82101636
931	19.69866772
932	19.58885034
933	19.47291973
934	19.31742958
935	19.22670705
936	19.10326034
937	19.02983699
938	18.93830042
939	18.82649049
940	18.69458238
941	18.61152506
942	18.59395021
943	18.46782585
944	18.32341766
945	18.24409731
946	18.19996813
947	18.11516147
948	18.07250406
949	17.96578646
950	17.87105553
951	17.82502083
952	17.70163475
953	17.58514308
954	17.50660503
955	17.41970464
956	17.28680478
957	17.25912056
958	17.15499855
959	17.03255839
960	16.92035982
961	16.83572278
962	16.69865624
963	16.68700725
964	16.62696682
965	16.55248166
966	16.44971596
967	16.36378849
968	16.32003537
969	16.23890035
970	16.17558381
971	16.06741718
972	16.00207407
973	15.94504002
974	15.89448677
975	15.79169367
976	15.71486922
977	15.60612673
978	15.51389856
979	15.41839523
980	15.36178028
981	15.3279587
982	15.2116295
983	15.09931873
984	15.03036653
985	14.92226079
986	14.8142532
987	14.69822068
988	14.64791104
989	14.53950588
990	14.43887918
991	14.33805793
992	14.22273972
993	14.15092575
994	14.05484506
995	13.98282634
996	13.9078005
997	13.85079601
998	13.78373321
999	13.68303862
